@timestamp,_id,_ignored,_index,_score,action,action.keyword,datetime,datetime.keyword,dstport,dstport.keyword,interface,interface.keyword,interface_out,interface_out.keyword,ipdst,ipdst.keyword,ipsrc,ipsrc.keyword,policyid,policyid.keyword,proto,proto.keyword,srcport,srcport.keyword
"Mar 2, 2026 @ 20:41:31.000",y_sRsJwBE1GwGFY2759G,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:30.000",yvsRsJwBE1GwGFY2659K,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:29.000",yfsRsJwBE1GwGFY2559D,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:28.000",yPsRsJwBE1GwGFY2459D,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:27.000",x_sRsJwBE1GwGFY2358_,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:26.000",xvsRsJwBE1GwGFY2259F,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:25.000",xfsRsJwBE1GwGFY2158-,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:24.000",xPsRsJwBE1GwGFY2059D,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:23.000",w_sRsJwBE1GwGFY2z59D,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:22.000",wvsRsJwBE1GwGFY2y59G,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:21.000",wfsRsJwBE1GwGFY2x59N,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:20.000",wPsRsJwBE1GwGFY2w59W,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:19.000",v_sRsJwBE1GwGFY2v59G,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:18.000",vvsRsJwBE1GwGFY2u59L,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:17.000",vfsRsJwBE1GwGFY2t59U,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:15.000",vPsRsJwBE1GwGFY2s59H,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:14.000",u_sRsJwBE1GwGFY2r59G,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:13.000",uvsRsJwBE1GwGFY2q59F,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:12.000",ufsRsJwBE1GwGFY2p59J,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:11.000",uPsRsJwBE1GwGFY2o59H,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:10.000",t_sRsJwBE1GwGFY2n59H,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:09.000",tvsRsJwBE1GwGFY2m59G,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:08.000",tfsRsJwBE1GwGFY2l59F,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:07.000",tPsRsJwBE1GwGFY2k59L,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:06.000",s_sRsJwBE1GwGFY2j59G,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:05.000",svsRsJwBE1GwGFY2i59F,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:04.000",sfsRsJwBE1GwGFY2h59K,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:03.000",sPsRsJwBE1GwGFY2g59K,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:02.000",r_sRsJwBE1GwGFY2f59I,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:01.000",rvsRsJwBE1GwGFY2e59G,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:41:00.000",rfsRsJwBE1GwGFY2d59F,-,firewall-logs,-,DENY,DENY,3/2/2026 19:41,3/2/2026 19:41,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:59.000",rPsRsJwBE1GwGFY2c59K,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:58.000",q_sRsJwBE1GwGFY2b59K,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:57.000",qvsRsJwBE1GwGFY2a59H,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:56.000",qfsRsJwBE1GwGFY2Z59L,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:55.000",qPsRsJwBE1GwGFY2Y59N,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:54.000",p_sRsJwBE1GwGFY2X59F,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:53.000",pvsRsJwBE1GwGFY2W59M,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:52.000",pfsRsJwBE1GwGFY2V59M,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:51.000",pPsRsJwBE1GwGFY2U59N,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:50.000",o_sRsJwBE1GwGFY2T59Q,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:49.000",ovsRsJwBE1GwGFY2S59N,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:48.000",ofsRsJwBE1GwGFY2R59Q,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:47.000",oPsRsJwBE1GwGFY2Q59I,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:46.000",n_sRsJwBE1GwGFY2P59Q,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:45.000",nvsRsJwBE1GwGFY2O59J,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:44.000",nfsRsJwBE1GwGFY2N59K,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:43.000",nPsRsJwBE1GwGFY2M59I,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:42.000",m_sRsJwBE1GwGFY2L59J,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:41.000",mvsRsJwBE1GwGFY2K59K,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:40.000",mfsRsJwBE1GwGFY2J59J,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:39.000",mPsRsJwBE1GwGFY2I59R,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:38.000",l_sRsJwBE1GwGFY2H59J,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:37.000",lvsRsJwBE1GwGFY2G59P,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:36.000",lfsRsJwBE1GwGFY2F59J,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:35.000",lPsRsJwBE1GwGFY2E59Q,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:33.000",k_sRsJwBE1GwGFY2D59O,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:32.000",kvsRsJwBE1GwGFY2C59X,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:31.000",kfsRsJwBE1GwGFY2B59P,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:30.000",kPsRsJwBE1GwGFY2A59X,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:29.000",j_sQsJwBE1GwGFY2_59L,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:28.000",jvsQsJwBE1GwGFY2-59K,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:27.000",jfsQsJwBE1GwGFY2959P,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:26.000",jPsQsJwBE1GwGFY2859Y,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:25.000",i_sQsJwBE1GwGFY2759R,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:24.000",ivsQsJwBE1GwGFY2659J,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:23.000",ifsQsJwBE1GwGFY2559O,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:22.000",iPsQsJwBE1GwGFY2459J,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:21.000",h_sQsJwBE1GwGFY2359M,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:20.000",hvsQsJwBE1GwGFY2259O,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:19.000",hfsQsJwBE1GwGFY2159M,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:18.000",hPsQsJwBE1GwGFY2059c,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:17.000",g_sQsJwBE1GwGFY2z59U,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:16.000",gvsQsJwBE1GwGFY2y59L,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:15.000",gfsQsJwBE1GwGFY2x59S,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:14.000",gPsQsJwBE1GwGFY2w59O,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:13.000",f_sQsJwBE1GwGFY2v59N,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:12.000",fvsQsJwBE1GwGFY2u59M,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:11.000",ffsQsJwBE1GwGFY2t59M,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:10.000",fPsQsJwBE1GwGFY2s59M,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:09.000",e_sQsJwBE1GwGFY2r59f,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:08.000",evsQsJwBE1GwGFY2q59M,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:07.000",efsQsJwBE1GwGFY2p59M,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:06.000",ePsQsJwBE1GwGFY2o59V,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:05.000",d_sQsJwBE1GwGFY2n59N,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:04.000",dvsQsJwBE1GwGFY2m59S,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:03.000",dfsQsJwBE1GwGFY2l59T,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:02.000",dPsQsJwBE1GwGFY2k59M,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:01.000",c_sQsJwBE1GwGFY2j59g,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
"Mar 2, 2026 @ 20:40:00.000",cvsQsJwBE1GwGFY2i59Q,-,firewall-logs,-,DENY,DENY,3/2/2026 19:40,3/2/2026 19:40,36334,36334,eth0,eth0,(empty),(empty),172.17.0.3,172.17.0.3,172.17.0.2,172.17.0.2,34,34,TCP,TCP,514,514
